filepath,label
Fake faces/fake_1857.png,fake
Fake faces/fake_194.png,fake
Real faces/real_4830.png,real
Fake faces/fake_7302.png,fake
Real faces/real_5344.png,real
Real faces/real_5202.png,real
Fake faces/fake_528.png,fake
Fake faces/fake_1450.png,fake
Fake faces/fake_3176.png,fake
Fake faces/fake_6231.png,fake
Fake faces/fake_4521.png,fake
Real faces/real_3960.png,real
Real faces/real_3873.png,real
Real faces/real_179.png,real
Fake faces/fake_3680.png,fake
Real faces/real_4793.png,real
Real faces/real_7436.png,real
Fake faces/fake_4045.png,fake
Real faces/real_5958.png,real
Real faces/real_1800.png,real
Fake faces/fake_1579.png,fake
Real faces/real_9449.png,real
Fake faces/fake_242.png,fake
Real faces/real_6038.png,real
Fake faces/fake_5622.png,fake
Real faces/real_8221.png,real
Fake faces/fake_294.png,fake
Real faces/real_2801.png,real
Fake faces/fake_5339.png,fake
Fake faces/fake_9974.png,fake
Real faces/real_2922.png,real
Fake faces/fake_2753.png,fake
Real faces/real_7741.png,real
Fake faces/fake_4392.png,fake
Fake faces/fake_127.png,fake
Real faces/real_1245.png,real
Fake faces/fake_2051.png,fake
Real faces/real_4537.png,real
Real faces/real_4053.png,real
Real faces/real_5931.png,real
Real faces/real_3239.png,real
Real faces/real_108.png,real
Fake faces/fake_6857.png,fake
Fake faces/fake_7802.png,fake
Fake faces/fake_1315.png,fake
Fake faces/fake_4555.png,fake
Fake faces/fake_3927.png,fake
Real faces/real_5844.png,real
Fake faces/fake_4008.png,fake
Real faces/real_4394.png,real
Real faces/real_5873.png,real
Fake faces/fake_1460.png,fake
Fake faces/fake_5184.png,fake
Fake faces/fake_7872.png,fake
Fake faces/fake_3437.png,fake
Real faces/real_4348.png,real
Fake faces/fake_5347.png,fake
Fake faces/fake_6260.png,fake
Fake faces/fake_6382.png,fake
Fake faces/fake_9768.png,fake
Fake faces/fake_7826.png,fake
Fake faces/fake_2080.png,fake
Real faces/real_5150.png,real
Fake faces/fake_5579.png,fake
Fake faces/fake_9509.png,fake
Fake faces/fake_7986.png,fake
Fake faces/fake_8253.png,fake
Fake faces/fake_6658.png,fake
Real faces/real_973.png,real
Fake faces/fake_9507.png,fake
Real faces/real_4299.png,real
Real faces/real_3653.png,real
Real faces/real_5872.png,real
Real faces/real_4838.png,real
Real faces/real_7598.png,real
Real faces/real_7377.png,real
Real faces/real_3036.png,real
Fake faces/fake_7675.png,fake
Real faces/real_3088.png,real
Fake faces/fake_7250.png,fake
Real faces/real_7195.png,real
Real faces/real_9267.png,real
Fake faces/fake_6049.png,fake
Real faces/real_7464.png,real
Real faces/real_2825.png,real
Fake faces/fake_3805.png,fake
Real faces/real_6330.png,real
Real faces/real_10.png,real
Real faces/real_5868.png,real
Real faces/real_8855.png,real
Real faces/real_1426.png,real
Fake faces/fake_1016.png,fake
Fake faces/fake_2781.png,fake
Fake faces/fake_2923.png,fake
Real faces/real_4814.png,real
Fake faces/fake_4429.png,fake
Fake faces/fake_4801.png,fake
Fake faces/fake_6976.png,fake
Real faces/real_2784.png,real
Fake faces/fake_2754.png,fake
Fake faces/fake_7159.png,fake
Real faces/real_8515.png,real
Real faces/real_1344.png,real
Fake faces/fake_1453.png,fake
Real faces/real_372.png,real
Real faces/real_909.png,real
Real faces/real_3399.png,real
Real faces/real_496.png,real
Fake faces/fake_4289.png,fake
Fake faces/fake_3631.png,fake
Real faces/real_5302.png,real
Fake faces/fake_5303.png,fake
Real faces/real_1244.png,real
Real faces/real_4365.png,real
Fake faces/fake_3683.png,fake
Real faces/real_1195.png,real
Real faces/real_2990.png,real
Real faces/real_4953.png,real
Real faces/real_1423.png,real
Fake faces/fake_9995.png,fake
Real faces/real_256.png,real
Real faces/real_8205.png,real
Fake faces/fake_5847.png,fake
Real faces/real_8480.png,real
Real faces/real_6287.png,real
Fake faces/fake_2624.png,fake
Fake faces/fake_8293.png,fake
Fake faces/fake_5029.png,fake
Fake faces/fake_4727.png,fake
Fake faces/fake_807.png,fake
Fake faces/fake_1474.png,fake
Fake faces/fake_1314.png,fake
Real faces/real_1232.png,real
Fake faces/fake_7353.png,fake
Fake faces/fake_8068.png,fake
Fake faces/fake_2021.png,fake
Real faces/real_9304.png,real
Fake faces/fake_7284.png,fake
Fake faces/fake_6793.png,fake
Real faces/real_7880.png,real
Fake faces/fake_2940.png,fake
Real faces/real_5130.png,real
Real faces/real_5912.png,real
Real faces/real_8459.png,real
Real faces/real_3923.png,real
Real faces/real_6127.png,real
Fake faces/fake_7238.png,fake
Fake faces/fake_5092.png,fake
Fake faces/fake_2614.png,fake
Real faces/real_7819.png,real
Real faces/real_6507.png,real
Fake faces/fake_480.png,fake
Fake faces/fake_8654.png,fake
Fake faces/fake_6372.png,fake
Real faces/real_1379.png,real
Real faces/real_7689.png,real
Real faces/real_3688.png,real
Fake faces/fake_5797.png,fake
Real faces/real_4759.png,real
Fake faces/fake_3619.png,fake
Fake faces/fake_7037.png,fake
Real faces/real_3790.png,real
Real faces/real_8812.png,real
Real faces/real_5799.png,real
Real faces/real_652.png,real
Fake faces/fake_2950.png,fake
Real faces/real_7872.png,real
Fake faces/fake_1188.png,fake
Fake faces/fake_3915.png,fake
Real faces/real_5328.png,real
Real faces/real_7219.png,real
Fake faces/fake_2760.png,fake
Fake faces/fake_3494.png,fake
Fake faces/fake_8761.png,fake
Real faces/real_6152.png,real
Fake faces/fake_7741.png,fake
Fake faces/fake_2103.png,fake
Fake faces/fake_7483.png,fake
Fake faces/fake_6476.png,fake
Fake faces/fake_4301.png,fake
Fake faces/fake_66.png,fake
Fake faces/fake_8807.png,fake
Real faces/real_2916.png,real
Fake faces/fake_5676.png,fake
Real faces/real_1506.png,real
Fake faces/fake_7827.png,fake
Real faces/real_2130.png,real
Fake faces/fake_8876.png,fake
Real faces/real_1648.png,real
Real faces/real_4890.png,real
Real faces/real_730.png,real
Real faces/real_6766.png,real
Fake faces/fake_1267.png,fake
Fake faces/fake_7829.png,fake
Real faces/real_8201.png,real
Fake faces/fake_1952.png,fake
Fake faces/fake_8608.png,fake
Real faces/real_9937.png,real
Real faces/real_5221.png,real
Fake faces/fake_2577.png,fake
Real faces/real_2709.png,real
Real faces/real_5902.png,real
Fake faces/fake_2929.png,fake
Fake faces/fake_1687.png,fake
Fake faces/fake_5053.png,fake
Real faces/real_1543.png,real
Fake faces/fake_3576.png,fake
Real faces/real_3126.png,real
Real faces/real_1156.png,real
Fake faces/fake_3079.png,fake
Real faces/real_5985.png,real
Real faces/real_32.png,real
Real faces/real_7187.png,real
Fake faces/fake_1175.png,fake
Fake faces/fake_2539.png,fake
Real faces/real_9779.png,real
Real faces/real_9176.png,real
Fake faces/fake_4647.png,fake
Real faces/real_6300.png,real
Real faces/real_1610.png,real
Real faces/real_939.png,real
Fake faces/fake_5134.png,fake
Real faces/real_4023.png,real
Fake faces/fake_327.png,fake
Real faces/real_8749.png,real
Real faces/real_745.png,real
Real faces/real_4083.png,real
Fake faces/fake_1570.png,fake
Real faces/real_5582.png,real
Real faces/real_2877.png,real
Real faces/real_4701.png,real
Real faces/real_9933.png,real
Fake faces/fake_3236.png,fake
Real faces/real_2651.png,real
Fake faces/fake_4763.png,fake
Fake faces/fake_9608.png,fake
Real faces/real_5646.png,real
Real faces/real_1821.png,real
Fake faces/fake_5229.png,fake
Real faces/real_7413.png,real
Real faces/real_9522.png,real
Fake faces/fake_1081.png,fake
Real faces/real_7146.png,real
Real faces/real_957.png,real
Real faces/real_2110.png,real
Fake faces/fake_8097.png,fake
Real faces/real_5108.png,real
Fake faces/fake_7140.png,fake
Real faces/real_7631.png,real
Fake faces/fake_572.png,fake
Fake faces/fake_1195.png,fake
Fake faces/fake_261.png,fake
Real faces/real_7923.png,real
Fake faces/fake_9633.png,fake
Real faces/real_8847.png,real
Fake faces/fake_1120.png,fake
Fake faces/fake_3040.png,fake
Fake faces/fake_5375.png,fake
Fake faces/fake_9391.png,fake
Real faces/real_2960.png,real
Real faces/real_4640.png,real
Real faces/real_2399.png,real
Real faces/real_7310.png,real
Real faces/real_7251.png,real
Real faces/real_5487.png,real
Fake faces/fake_1708.png,fake
Fake faces/fake_2423.png,fake
Fake faces/fake_4584.png,fake
Fake faces/fake_6867.png,fake
Real faces/real_9597.png,real
Fake faces/fake_3630.png,fake
Real faces/real_2625.png,real
Fake faces/fake_4784.png,fake
Real faces/real_9657.png,real
Real faces/real_3148.png,real
Real faces/real_7024.png,real
Fake faces/fake_5641.png,fake
Real faces/real_2873.png,real
Fake faces/fake_4951.png,fake
Real faces/real_8297.png,real
Fake faces/fake_5914.png,fake
Fake faces/fake_7988.png,fake
Fake faces/fake_727.png,fake
Real faces/real_76.png,real
Fake faces/fake_2381.png,fake
Fake faces/fake_5693.png,fake
Fake faces/fake_4295.png,fake
Fake faces/fake_1472.png,fake
Fake faces/fake_2931.png,fake
Real faces/real_6651.png,real
Real faces/real_4947.png,real
Fake faces/fake_6676.png,fake
Fake faces/fake_9452.png,fake
Real faces/real_9967.png,real
Fake faces/fake_759.png,fake
Real faces/real_93.png,real
Real faces/real_5166.png,real
Fake faces/fake_3562.png,fake
Real faces/real_2731.png,real
Real faces/real_7171.png,real
Real faces/real_6791.png,real
Fake faces/fake_7350.png,fake
Real faces/real_4810.png,real
Fake faces/fake_8323.png,fake
Fake faces/fake_929.png,fake
Real faces/real_2338.png,real
Fake faces/fake_8306.png,fake
Fake faces/fake_3253.png,fake
Real faces/real_7844.png,real
Fake faces/fake_7870.png,fake
Real faces/real_1885.png,real
Fake faces/fake_1511.png,fake
Real faces/real_5773.png,real
Real faces/real_4323.png,real
Real faces/real_8190.png,real
Fake faces/fake_8368.png,fake
Fake faces/fake_610.png,fake
Fake faces/fake_3379.png,fake
Fake faces/fake_7209.png,fake
Fake faces/fake_3344.png,fake
Real faces/real_2759.png,real
Fake faces/fake_7858.png,fake
Fake faces/fake_9882.png,fake
Real faces/real_9629.png,real
Real faces/real_9425.png,real
Real faces/real_7849.png,real
Real faces/real_3175.png,real
Fake faces/fake_9041.png,fake
Real faces/real_2465.png,real
Real faces/real_1293.png,real
Real faces/real_5393.png,real
Real faces/real_5404.png,real
Fake faces/fake_7164.png,fake
Fake faces/fake_7241.png,fake
Real faces/real_8641.png,real
Real faces/real_7842.png,real
Fake faces/fake_9760.png,fake
Fake faces/fake_2611.png,fake
Real faces/real_3621.png,real
Real faces/real_2317.png,real
Fake faces/fake_3059.png,fake
Real faces/real_2185.png,real
Real faces/real_4477.png,real
Fake faces/fake_9082.png,fake
Real faces/real_1155.png,real
Fake faces/fake_1420.png,fake
Real faces/real_329.png,real
Fake faces/fake_8852.png,fake
Real faces/real_9920.png,real
Fake faces/fake_6590.png,fake
Fake faces/fake_259.png,fake
Real faces/real_3227.png,real
Real faces/real_6521.png,real
Real faces/real_2997.png,real
Fake faces/fake_2713.png,fake
Fake faces/fake_6906.png,fake
Real faces/real_4392.png,real
Fake faces/fake_1421.png,fake
Fake faces/fake_3942.png,fake
Real faces/real_2463.png,real
Fake faces/fake_8231.png,fake
Real faces/real_2846.png,real
Fake faces/fake_6939.png,fake
Fake faces/fake_5779.png,fake
Real faces/real_7586.png,real
Real faces/real_9804.png,real
Fake faces/fake_2067.png,fake
Real faces/real_2191.png,real
Real faces/real_9921.png,real
Fake faces/fake_1972.png,fake
Real faces/real_6668.png,real
Real faces/real_2070.png,real
Real faces/real_8163.png,real
Fake faces/fake_3735.png,fake
Real faces/real_7593.png,real
Real faces/real_6302.png,real
Fake faces/fake_4759.png,fake
Real faces/real_5909.png,real
Fake faces/fake_9715.png,fake
Fake faces/fake_804.png,fake
Fake faces/fake_2992.png,fake
Fake faces/fake_7214.png,fake
Fake faces/fake_4594.png,fake
Real faces/real_7581.png,real
Real faces/real_4047.png,real
Fake faces/fake_6071.png,fake
Fake faces/fake_6211.png,fake
Fake faces/fake_6586.png,fake
Real faces/real_5298.png,real
Real faces/real_2322.png,real
Real faces/real_4240.png,real
Fake faces/fake_8063.png,fake
Fake faces/fake_889.png,fake
Real faces/real_6745.png,real
Real faces/real_2492.png,real
Real faces/real_7612.png,real
Real faces/real_6902.png,real
Real faces/real_9769.png,real
Real faces/real_5234.png,real
Real faces/real_9069.png,real
Real faces/real_3272.png,real
Fake faces/fake_9141.png,fake
Real faces/real_5273.png,real
Fake faces/fake_2906.png,fake
Real faces/real_2889.png,real
Fake faces/fake_839.png,fake
Real faces/real_788.png,real
Fake faces/fake_4122.png,fake
Real faces/real_3347.png,real
Fake faces/fake_2455.png,fake
Fake faces/fake_5146.png,fake
Fake faces/fake_8564.png,fake
Fake faces/fake_7551.png,fake
Fake faces/fake_2659.png,fake
Fake faces/fake_7374.png,fake
Fake faces/fake_468.png,fake
Fake faces/fake_2960.png,fake
Real faces/real_6196.png,real
Real faces/real_7694.png,real
Real faces/real_6028.png,real
Real faces/real_3377.png,real
Real faces/real_583.png,real
Real faces/real_9972.png,real
Fake faces/fake_9880.png,fake
Fake faces/fake_4774.png,fake
Real faces/real_349.png,real
Fake faces/fake_9782.png,fake
Fake faces/fake_8942.png,fake
Real faces/real_8005.png,real
Real faces/real_3349.png,real
Fake faces/fake_433.png,fake
Real faces/real_801.png,real
Real faces/real_3531.png,real
Fake faces/fake_2641.png,fake
Real faces/real_9173.png,real
Fake faces/fake_1065.png,fake
Fake faces/fake_36.png,fake
Real faces/real_5173.png,real
Fake faces/fake_9772.png,fake
Fake faces/fake_4099.png,fake
Fake faces/fake_6989.png,fake
Fake faces/fake_1672.png,fake
Real faces/real_3091.png,real
Fake faces/fake_6254.png,fake
Real faces/real_7709.png,real
Real faces/real_6853.png,real
Real faces/real_2756.png,real
Real faces/real_6458.png,real
Fake faces/fake_1274.png,fake
Real faces/real_1616.png,real
Real faces/real_6942.png,real
Fake faces/fake_8886.png,fake
Fake faces/fake_5378.png,fake
Fake faces/fake_3350.png,fake
Fake faces/fake_3423.png,fake
Real faces/real_5087.png,real
Fake faces/fake_9025.png,fake
Fake faces/fake_4197.png,fake
Real faces/real_8077.png,real
Fake faces/fake_8031.png,fake
Fake faces/fake_5543.png,fake
Fake faces/fake_420.png,fake
Real faces/real_8974.png,real
Fake faces/fake_9067.png,fake
Real faces/real_9481.png,real
Fake faces/fake_9556.png,fake
Real faces/real_2401.png,real
Real faces/real_8736.png,real
Fake faces/fake_5494.png,fake
Fake faces/fake_8424.png,fake
Fake faces/fake_390.png,fake
Fake faces/fake_8427.png,fake
Fake faces/fake_5681.png,fake
Real faces/real_9998.png,real
Real faces/real_7232.png,real
Real faces/real_3878.png,real
Real faces/real_6912.png,real
Fake faces/fake_1806.png,fake
Real faces/real_1702.png,real
Fake faces/fake_7035.png,fake
Real faces/real_5641.png,real
Fake faces/fake_6725.png,fake
Real faces/real_1124.png,real
Real faces/real_4521.png,real
Fake faces/fake_3333.png,fake
Real faces/real_3541.png,real
Fake faces/fake_8921.png,fake
Real faces/real_7764.png,real
Fake faces/fake_8760.png,fake
Real faces/real_9763.png,real
Fake faces/fake_5319.png,fake
Fake faces/fake_8132.png,fake
Fake faces/fake_766.png,fake
Real faces/real_2211.png,real
Fake faces/fake_7723.png,fake
Fake faces/fake_6496.png,fake
Real faces/real_3133.png,real
Fake faces/fake_6941.png,fake
Fake faces/fake_4942.png,fake
Fake faces/fake_5471.png,fake
Fake faces/fake_975.png,fake
Real faces/real_5938.png,real
Real faces/real_4320.png,real
Fake faces/fake_9032.png,fake
Fake faces/fake_789.png,fake
Real faces/real_2107.png,real
Fake faces/fake_4798.png,fake
Real faces/real_9377.png,real
Real faces/real_3034.png,real
Fake faces/fake_4915.png,fake
Fake faces/fake_4937.png,fake
Real faces/real_7062.png,real
Real faces/real_4663.png,real
Fake faces/fake_3166.png,fake
Fake faces/fake_3815.png,fake
Real faces/real_2367.png,real
Real faces/real_9721.png,real
Fake faces/fake_7216.png,fake
Real faces/real_440.png,real
Fake faces/fake_1411.png,fake
Fake faces/fake_2984.png,fake
Fake faces/fake_5415.png,fake
Real faces/real_832.png,real
Fake faces/fake_2479.png,fake
Real faces/real_3064.png,real
Real faces/real_7714.png,real
Fake faces/fake_3111.png,fake
Real faces/real_1224.png,real
Fake faces/fake_4029.png,fake
Real faces/real_2592.png,real
Real faces/real_3247.png,real
Real faces/real_6849.png,real
Real faces/real_8023.png,real
Fake faces/fake_7672.png,fake
Fake faces/fake_6310.png,fake
Fake faces/fake_957.png,fake
Real faces/real_2691.png,real
Fake faces/fake_6677.png,fake
Fake faces/fake_8567.png,fake
Fake faces/fake_9441.png,fake
Fake faces/fake_8478.png,fake
Fake faces/fake_2534.png,fake
Fake faces/fake_9856.png,fake
Fake faces/fake_3443.png,fake
Fake faces/fake_5604.png,fake
Real faces/real_9148.png,real
Fake faces/fake_3840.png,fake
Fake faces/fake_4445.png,fake
Real faces/real_9552.png,real
Real faces/real_3196.png,real
Fake faces/fake_512.png,fake
Fake faces/fake_5645.png,fake
Real faces/real_486.png,real
Fake faces/fake_3273.png,fake
Fake faces/fake_6934.png,fake
Real faces/real_783.png,real
Real faces/real_6596.png,real
Fake faces/fake_6381.png,fake
Fake faces/fake_3006.png,fake
Fake faces/fake_761.png,fake
Real faces/real_3238.png,real
Fake faces/fake_5662.png,fake
Real faces/real_873.png,real
Fake faces/fake_6702.png,fake
Real faces/real_2047.png,real
Real faces/real_104.png,real
Fake faces/fake_7896.png,fake
Fake faces/fake_6441.png,fake
Real faces/real_1915.png,real
Real faces/real_6499.png,real
Real faces/real_5684.png,real
Real faces/real_6728.png,real
Real faces/real_3632.png,real
Real faces/real_109.png,real
Real faces/real_2138.png,real
Fake faces/fake_1693.png,fake
Fake faces/fake_8726.png,fake
Real faces/real_8934.png,real
Real faces/real_669.png,real
Fake faces/fake_3334.png,fake
Fake faces/fake_2703.png,fake
Fake faces/fake_1964.png,fake
Real faces/real_3324.png,real
Fake faces/fake_274.png,fake
Real faces/real_4480.png,real
Fake faces/fake_4336.png,fake
Real faces/real_1439.png,real
Fake faces/fake_7441.png,fake
Fake faces/fake_7280.png,fake
Real faces/real_6574.png,real
Real faces/real_4811.png,real
Fake faces/fake_8040.png,fake
Fake faces/fake_5118.png,fake
Real faces/real_9353.png,real
Real faces/real_6131.png,real
Fake faces/fake_7367.png,fake
Fake faces/fake_6199.png,fake
Fake faces/fake_3778.png,fake
Fake faces/fake_7705.png,fake
Fake faces/fake_1994.png,fake
Real faces/real_7332.png,real
Fake faces/fake_7290.png,fake
Real faces/real_1834.png,real
Real faces/real_9378.png,real
Fake faces/fake_2009.png,fake
Fake faces/fake_8685.png,fake
Fake faces/fake_5429.png,fake
Fake faces/fake_844.png,fake
Fake faces/fake_1193.png,fake
Fake faces/fake_8251.png,fake
Fake faces/fake_7442.png,fake
Fake faces/fake_8187.png,fake
Fake faces/fake_1781.png,fake
Real faces/real_3003.png,real
Real faces/real_8215.png,real
Fake faces/fake_2349.png,fake
Real faces/real_5389.png,real
Fake faces/fake_5763.png,fake
Real faces/real_1309.png,real
Fake faces/fake_5091.png,fake
Real faces/real_3475.png,real
Real faces/real_789.png,real
Fake faces/fake_2896.png,fake
Fake faces/fake_7430.png,fake
Real faces/real_7740.png,real
Real faces/real_3284.png,real
Fake faces/fake_4024.png,fake
Real faces/real_2514.png,real
Fake faces/fake_8635.png,fake
Fake faces/fake_3624.png,fake
Fake faces/fake_4415.png,fake
Fake faces/fake_6736.png,fake
Fake faces/fake_5618.png,fake
Real faces/real_9258.png,real
Real faces/real_6227.png,real
Fake faces/fake_3394.png,fake
Fake faces/fake_9961.png,fake
Real faces/real_8791.png,real
Fake faces/fake_105.png,fake
Fake faces/fake_8102.png,fake
Real faces/real_5006.png,real
Real faces/real_6214.png,real
Real faces/real_9777.png,real
Fake faces/fake_4335.png,fake
Real faces/real_5257.png,real
Fake faces/fake_8144.png,fake
Fake faces/fake_7408.png,fake
Fake faces/fake_3736.png,fake
Fake faces/fake_8247.png,fake
Real faces/real_9986.png,real
Fake faces/fake_973.png,fake
Real faces/real_3301.png,real
Fake faces/fake_503.png,fake
Real faces/real_6843.png,real
Fake faces/fake_6198.png,fake
Real faces/real_7990.png,real
Real faces/real_5406.png,real
Fake faces/fake_4498.png,fake
Real faces/real_712.png,real
Real faces/real_5783.png,real
Real faces/real_4409.png,real
Real faces/real_5260.png,real
Real faces/real_5920.png,real
Fake faces/fake_3765.png,fake
Fake faces/fake_4397.png,fake
Real faces/real_5411.png,real
Fake faces/fake_2026.png,fake
Real faces/real_550.png,real
Fake faces/fake_7868.png,fake
Real faces/real_3241.png,real
Fake faces/fake_4556.png,fake
Fake faces/fake_3395.png,fake
Fake faces/fake_5982.png,fake
Fake faces/fake_6936.png,fake
Real faces/real_8493.png,real
Fake faces/fake_1083.png,fake
Real faces/real_3264.png,real
Real faces/real_9321.png,real
Real faces/real_5061.png,real
Real faces/real_8444.png,real
Real faces/real_2098.png,real
Real faces/real_7001.png,real
Real faces/real_7292.png,real
Real faces/real_3671.png,real
Real faces/real_4968.png,real
Fake faces/fake_3135.png,fake
Fake faces/fake_7949.png,fake
Fake faces/fake_9629.png,fake
Real faces/real_4416.png,real
Fake faces/fake_1075.png,fake
Fake faces/fake_7255.png,fake
Real faces/real_8940.png,real
Fake faces/fake_286.png,fake
Fake faces/fake_8892.png,fake
Fake faces/fake_7340.png,fake
Real faces/real_22.png,real
Real faces/real_2934.png,real
Fake faces/fake_6748.png,fake
Fake faces/fake_49.png,fake
Real faces/real_6597.png,real
Fake faces/fake_7904.png,fake
Fake faces/fake_5874.png,fake
Fake faces/fake_7034.png,fake
Real faces/real_4833.png,real
Fake faces/fake_1196.png,fake
Fake faces/fake_5815.png,fake
Fake faces/fake_4447.png,fake
Fake faces/fake_773.png,fake
Fake faces/fake_7481.png,fake
Fake faces/fake_5351.png,fake
Real faces/real_56.png,real
Real faces/real_3412.png,real
Fake faces/fake_9416.png,fake
Real faces/real_2855.png,real
Real faces/real_400.png,real
Real faces/real_2986.png,real
Fake faces/fake_9251.png,fake
Real faces/real_6605.png,real
Fake faces/fake_2982.png,fake
Fake faces/fake_8947.png,fake
Fake faces/fake_993.png,fake
Fake faces/fake_764.png,fake
Fake faces/fake_4530.png,fake
Fake faces/fake_6672.png,fake
Real faces/real_6554.png,real
Real faces/real_8780.png,real
Fake faces/fake_2058.png,fake
Real faces/real_7258.png,real
Fake faces/fake_5934.png,fake
Fake faces/fake_5810.png,fake
Real faces/real_5781.png,real
Fake faces/fake_3764.png,fake
Fake faces/fake_2581.png,fake
Fake faces/fake_3962.png,fake
Real faces/real_7233.png,real
Fake faces/fake_7760.png,fake
Fake faces/fake_8498.png,fake
Real faces/real_519.png,real
Real faces/real_1755.png,real
Real faces/real_4508.png,real
Fake faces/fake_3733.png,fake
Fake faces/fake_3695.png,fake
Real faces/real_5263.png,real
Real faces/real_1069.png,real
Real faces/real_8340.png,real
Real faces/real_8419.png,real
Fake faces/fake_5298.png,fake
Fake faces/fake_6741.png,fake
Real faces/real_6611.png,real
Fake faces/fake_3667.png,fake
Real faces/real_665.png,real
Fake faces/fake_1912.png,fake
Real faces/real_716.png,real
Fake faces/fake_3105.png,fake
Fake faces/fake_4204.png,fake
Real faces/real_1699.png,real
Real faces/real_1877.png,real
Fake faces/fake_288.png,fake
Fake faces/fake_1929.png,fake
Real faces/real_7320.png,real
Real faces/real_9724.png,real
Fake faces/fake_2691.png,fake
Real faces/real_6800.png,real
Real faces/real_4916.png,real
Real faces/real_7065.png,real
Real faces/real_7140.png,real
Fake faces/fake_4738.png,fake
Fake faces/fake_4902.png,fake
Real faces/real_8990.png,real
Real faces/real_6861.png,real
Real faces/real_8168.png,real
Fake faces/fake_8464.png,fake
Fake faces/fake_1264.png,fake
Real faces/real_8128.png,real
Real faces/real_6592.png,real
Real faces/real_8672.png,real
Fake faces/fake_2874.png,fake
Real faces/real_91.png,real
Real faces/real_2577.png,real
Fake faces/fake_8309.png,fake
Fake faces/fake_9866.png,fake
Real faces/real_8384.png,real
Fake faces/fake_4489.png,fake
Fake faces/fake_2366.png,fake
Fake faces/fake_226.png,fake
Fake faces/fake_337.png,fake
Real faces/real_9819.png,real
Fake faces/fake_3130.png,fake
Real faces/real_4260.png,real
Real faces/real_3896.png,real
Fake faces/fake_3848.png,fake
Real faces/real_1349.png,real
Fake faces/fake_2636.png,fake
Fake faces/fake_7572.png,fake
Fake faces/fake_8820.png,fake
Real faces/real_3777.png,real
Fake faces/fake_2239.png,fake
Real faces/real_3740.png,real
Fake faces/fake_5746.png,fake
Real faces/real_4050.png,real
Fake faces/fake_1799.png,fake
Real faces/real_7705.png,real
Fake faces/fake_7963.png,fake
Real faces/real_2762.png,real
Real faces/real_3581.png,real
Real faces/real_7105.png,real
Real faces/real_6372.png,real
Fake faces/fake_5661.png,fake
Fake faces/fake_3922.png,fake
Real faces/real_5062.png,real
Real faces/real_3602.png,real
Fake faces/fake_7888.png,fake
Real faces/real_6948.png,real
Real faces/real_7756.png,real
Real faces/real_9638.png,real
Fake faces/fake_8656.png,fake
Real faces/real_9212.png,real
Real faces/real_8897.png,real
Fake faces/fake_8856.png,fake
Fake faces/fake_2357.png,fake
Fake faces/fake_9435.png,fake
Fake faces/fake_7007.png,fake
Real faces/real_9761.png,real
Fake faces/fake_2751.png,fake
Fake faces/fake_9766.png,fake
Real faces/real_9574.png,real
Real faces/real_6017.png,real
Fake faces/fake_8621.png,fake
Real faces/real_2956.png,real
Fake faces/fake_441.png,fake
Real faces/real_9670.png,real
Real faces/real_5409.png,real
Real faces/real_9611.png,real
Real faces/real_7520.png,real
Real faces/real_1103.png,real
Fake faces/fake_8668.png,fake
Fake faces/fake_6142.png,fake
Fake faces/fake_3504.png,fake
Real faces/real_4690.png,real
Real faces/real_1558.png,real
Fake faces/fake_8904.png,fake
Real faces/real_2488.png,real
Fake faces/fake_1304.png,fake
Fake faces/fake_1674.png,fake
Real faces/real_3523.png,real
Real faces/real_4542.png,real
Fake faces/fake_5371.png,fake
Real faces/real_3400.png,real
Fake faces/fake_4386.png,fake
Fake faces/fake_696.png,fake
Fake faces/fake_8117.png,fake
Fake faces/fake_8118.png,fake
Real faces/real_2272.png,real
Real faces/real_2374.png,real
Fake faces/fake_9844.png,fake
Fake faces/fake_5786.png,fake
Fake faces/fake_2179.png,fake
Fake faces/fake_4543.png,fake
Real faces/real_9843.png,real
Real faces/real_292.png,real
Fake faces/fake_8028.png,fake
Real faces/real_2870.png,real
Fake faces/fake_6005.png,fake
Real faces/real_9964.png,real
Fake faces/fake_5791.png,fake
Fake faces/fake_2722.png,fake
Fake faces/fake_1910.png,fake
Fake faces/fake_125.png,fake
Fake faces/fake_3202.png,fake
Fake faces/fake_5370.png,fake
Fake faces/fake_1822.png,fake
Real faces/real_4879.png,real
Fake faces/fake_3734.png,fake
Fake faces/fake_9542.png,fake
Fake faces/fake_138.png,fake
Fake faces/fake_2193.png,fake
Fake faces/fake_9420.png,fake
Fake faces/fake_6533.png,fake
Real faces/real_4418.png,real
Fake faces/fake_9002.png,fake
Fake faces/fake_4391.png,fake
Fake faces/fake_3152.png,fake
Fake faces/fake_7650.png,fake
Real faces/real_356.png,real
Real faces/real_686.png,real
Real faces/real_4584.png,real
Real faces/real_837.png,real
Real faces/real_7013.png,real
Real faces/real_8458.png,real
Fake faces/fake_8297.png,fake
Fake faces/fake_8848.png,fake
Fake faces/fake_9198.png,fake
Real faces/real_1726.png,real
Fake faces/fake_84.png,fake
Fake faces/fake_2057.png,fake
Real faces/real_2362.png,real
Fake faces/fake_4437.png,fake
Real faces/real_3179.png,real
Fake faces/fake_9284.png,fake
Fake faces/fake_3847.png,fake
Fake faces/fake_8525.png,fake
Fake faces/fake_4766.png,fake
Real faces/real_4223.png,real
Fake faces/fake_1882.png,fake
